Topall,rank
fadJ,490
fbaA,491
fbaB,492
fbpC,493
fdhD,494
fdhF,495
fdnG,496
fdoG,497
feaB,498
fecA,499
fecB,500
fecI,501
fecR,502
feoB,503
fepB,504
fepG,505
fes,506
fetA,507
ffh,508
fhuB,509
fhuF,510
fic,511
fimA,512
fimB,513
fimD,514
fimI,515
fimZ,516
fis,517
fiu,518
fixB,519
fklB,520
fkpA,521
fldA,522
flgD,523
flgI,524
flgK,525
flhC,526
flhD,527
fliA,528
fliC,529
fliF,530
fliG,531
fliH,532
fliJ,533
fliN,534
fliY,535
flk,536
flu,537
flxA,538
fmt,539
fnr,540
focB,541
folA,542
folB,543
folC,544
folM,545
folP,546
frdA,547
frdB,548
frdC,549
frdD,550
frlA,551
frlD,552
frlR,553
frmA,554
frmB,555
frmR,556
frr,557
frsA,558
fruB,559
frvX,560
ftnA,561
ftsE,562
ftsH,563
ftsI,564
ftsK,565
ftsL,566
ftsN,567
ftsW,568
ftsX,569
ftsY,570
ftsZ,571
fucK,572
fucO,573
fucU,574
fumA,575
fumC,576
fur,577
fusA,578
gabD,579
gabP,580
gadA,581
gadC,582
galE,583
galF,584
galM,585
galR,586
galU,587
gapA,588
garK,589
gatA,590
gatB,591
gatY,592
gatZ,593
gcd,594
gcl,595
gcvA,596
gcvR,597
gfcA,598
gfcC,599
ggt,600
ghrB,601
ghxP,602
glcA,603
glcB,604
gldA,605
glf,606
glgC,607
glmM,608
glmS,609
glmU,610
glnB,611
glnD,612
glnE,613
glnG,614
glnK,615
glnL,616
glnP,617
glnQ,618
glnS,619
gloA,620
gloB,621
gloC,622
glpB,623
glpC,624
glpD,625
glpF,626
glpK,627
glrK,628
glrR,629
glsA1,630
gltA,631
gltB,632
gltI,633
gltJ,634
gltL,635
gltS,636
gltX,637
gluQ,638
glvG,639
glyA,640
glyQ,641
glyS,642
gmd,643
gmhA,644
gmhB,645
gnd,646
gpmA,647
gpmI,648
gpr,649
gpsA,650
grcA,651
greA,652
groL,653
grpE,654
grxB,655
grxD,656
gshA,657
gsiB,658
gsk,659
gss,660
gstB,661
guaB,662
guaC,663
gyrA,664
gyrB,665
hcaB,666
hcp,667
hcxA,668
hcxB,669
hdeA,670
hdeB,671
hdeD,672
hdfR,673
hemA,674
hemB,675
hemL,676
hemN,677
hemX,678
hemY,679
hexR,680
hflC,681
hflK,682
hflX,683
hfq,684
hicB,685
hinT,686
hipA,687
hisB,688
hisJ,689
hisQ,690
hisS,691
hldD,692
hldE,693
hlyE,694
hns,695
hofM,696
hofO,697
holB,698
holC,699
holD,700
holE,701
hpf,702
hprR,703
hprS,704
hpt,705
hrpA,706
hrpB,707
hscA,708
hsdM,709
hsdR,710
hsdS,711
hslJ,712
hslO,713
hslR,714
hslU,715
hslV,716
hspQ,717
hsrA,718
htpG,719
htrE,720
hupA,721
hxpA,722
hyaA,723
hyaB,724
hyaD,725
hyaE,726
hybC,727
hybD,728
hybE,729
hybG,730
hybO,731
hycG,732
hycI,733
hyfA,734
hyfB,735
hyfE,736
hyfR,737
hyi,738
hypA,739
hypB,740
hypC,741
hypD,742
hypE,743
hypF,744
ibaG,745
ibpA,746
ibpB,747
idnD,748
idnT,749
ihfA,750
ihfB,751
ileS,752
ilvA,753
ilvB,754
ilvD,755
ilvH,756
ilvI,757
infA,758
infB,759
infC,760
insE1,761
insL3,762
insQ,763
intA,764
intB,765
intE,766
intQ,767
intS,768
intZ,769
iraP,770
iscA,771
iscR,772
iscS,773
iscU,774
iscX,775
ispA,776
ispE,777
ispF,778
ispG,779
ispH,780
ispU,781
katE,782
katG,783
kbaY,784
kbl,785
kch,786
kdgK,787
kdpD,788
kdpE,789
kdsA,790
kdsB,791
kdsC,792
kdsD,793
kduI,794
kefC,795
kefF,796
lacA,797
lapA,798
lapB,799
ldcA,800
ldhA,801
lepA,802
leuA,803
leuC,804
leuD,805
leuS,806
lfhA,807
lgoT,808
lhgO,809
lipA,810
lnt,811
lolA,812
lolB,813
lomR,814
lon,815
lpdA,816
lplA,817
lpoA,818
lpp,819
lptB,820
lptD,821
lpxA,822
lpxC,823
lpxD,824
lpxH,825
lpxK,826
lpxM,827
lrp,828
lsrC,829
lsrG,830
lsrK,831
luxS,832
lysA,833
lysO,834
lysR,835
lysS,836
lysU,837
maa,838
macA,839
maeB,840
mak,841
malE,842
malS,843
malT,844
malX,845
malY,846
malZ,847
manA,848
manX,849
map,850
marA,851
mazG,852
mcbR,853
mcrB,854
mdfA,855
mdh,856
mdlA,857
mdoB,858
mdoG,859
mdtB,860
mdtD,861
mdtL,862
mdtO,863
melA,864
melB,865
melR,866
menB,867
menD,868
menE,869
menF,870
menI,871
metC,872
metE,873
metF,874
metG,875
metJ,876
metL,877
metN,878
metQ,879
mfd,880
mglB,881
mgsA,882
mhpE,883
mhpF,884
mhpR,885
miaB,886
minC,887
minD,888
minE,889
mlaB,890
mlaF,891
mlc,892
mliC,893
mltB,894
mltD,895
mngA,896
mnmA,897
mnmC,898
mnmE,899
mnmG,900
mntH,901
mntR,902
moaD,903
moaE,904
mobA,905
mobB,906
moeA,907
moeB,908
mog,909
motA,910
motB,911
mpl,912
mqsA,913
mraZ,914
mrdA,915
mrdB,916
mreB,917
mreC,918
mreD,919
msbA,920
mscL,921
mscS,922
msrB,923
msrC,924
msrP,925
msyB,926
mtlA,927
mtlD,928
mukF,929
murA,930
murB,931
murD,932
mutM,933
mutS,934
mutT,935
mutY,936
nadA,937
nadB,938
nadC,939
nadE,940
nadK,941
nagB,942
nagC,943
nagD,944
nagK,945
nanE,946
nanK,947
nanS,948
napA,949
napC,950
napD,951
napH,952
narG,953
narI,954
narJ,955
narP,956
narQ,957
narW,958
narY,959
ndk,960
nemR,961
nepI,962
nfi,963
nfo,964
nfrA,965
nfrB,966
nfuA,967
nikA,968
nikB,969
nikC,970
nikD,971
nikE,972
nikR,973
nlpD,974
nlpI,975
nohA,976
norV,977
nrdA,978
nrdB,979
nrdD,980
nrdG,981
nrdH,982
nrdR,983
nrfA,984
nsrR,985
nth,986
nudB,987
nudF,988
nudG,989
nudJ,990
nudL,991
nuoC,992
nuoE,993
nuoF,994
nuoG,995
nuoI,996
nupX,997
nusA,998
nusB,999
nusG,1000
obgE,1001
ogt,1002
ompA,1003
ompC,1004
ompF,1005
ompN,1006
ompR,1007
ompX,1008
oppA,1009
oppD,1010
oppF,1011
osmC,1012
osmY,1013
otnK,1014
oxc,1015
paaK,1016
paaX,1017
pabA,1018
pabB,1019
pabC,1020
pal,1021
panB,1022
panC,1023
panF,1024
parC,1025
patA,1026
pbpC,1027
pbpG,1028
pdeA,1029
pdeC,1030
pdeF,1031
pdeG,1032
pdeK,1033
pdeR,1034
pdxB,1035
pdxH,1036
pdxI,1037
pdxJ,1038
pepA,1039
pepB,1040
pepD,1041
pepE,1042
pepN,1043
pepP,1044
pepQ,1045
pepT,1046
perR,1047
pfkA,1048
pflB,1049
pflD,1050
pgaB,1051
pgaC,1052
pgaD,1053
pgi,1054
pgk,1055
pgm,1056
pgrR,1057
pheA,1058
pheP,1059
pheS,1060
pheT,1061
phnA,1062
phnD,1063
phnG,1064
phnH,1065
phnI,1066
phnK,1067
phoA,1068
phoB,1069
phoP,1070
phoQ,1071
phoR,1072
php,1073
phrB,1074
pinQ,1075
pinR,1076
plsB,1077
plsC,1078
plsX,1079
pmbA,1080
pncA,1081
pncB,1082
pncC,1083
pnp,1084
pntA,1085
pntB,1086
polA,1087
potC,1088
potF,1089
potG,1090
poxB,1091
ppa,1092
ppc,1093
ppiA,1094
ppiB,1095
ppiC,1096
ppiD,1097
ppk,1098
ppnN,1099
ppsR,1100
ppx,1101
pqiB,1102
pqiC,1103
pqqL,1104
prc,1105
preA,1106
prfA,1107
prfB,1108
prfC,1109
priA,1110
prlC,1111
prmA,1112
prmB,1113
proC,1114
proQ,1115
proS,1116
proV,1117
proY,1118
prpR,1119
prr,1120
prs,1121
pspA,1122
pspB,1123
pspC,1124
pspE,1125
pspF,1126
pstS,1127
psuG,1128
psuT,1129
pta,1130
pth,1131
ptsG,1132
ptsH,1133
ptsI,1134
purA,1135
purB,1136
purC,1137
purL,1138
purR,1139
purT,1140
putA,1141
puuC,1142
puuE,1143
puuP,1144
puuR,1145
pxpA,1146
pxpB,1147
pxpC,1148
pykA,1149
pykF,1150
pyrD,1151
pyrH,1152
qorA,1153
qorB,1154
queA,1155
queC,1156
queE,1157
queF,1158
quuQ,1159
radA,1160
raiA,1161
rapZ,1162
rarA,1163
ravA,1164
rayT,1165
rbbA,1166
rbsA,1167
rbsB,1168
rbsK,1169
rcbA,1170
rclA,1171
rcnB,1172
recC,1173
recG,1174
recJ,1175
recN,1176
recO,1177
recQ,1178
relB,1179
relE,1180
renD,1181
rep,1182
rfaB,1183
rfaF,1184
rfaL,1185
rfaQ,1186
rfbB,1187
rfbC,1188
rhaR,1189
rhaS,1190
rhlB,1191
rhlE,1192
rhmD,1193
rhmR,1194
rhsA,1195
rhsB,1196
rhsC,1197
rhsD,1198
ribA,1199
ribB,1200
ribC,1201
ribD,1202
ribE,1203
ribF,1204
ridA,1205
rihC,1206
rimJ,1207
rimO,1208
rlhA,1209
rlmB,1210
rlmD,1211
rlmE,1212
rlmF,1213
rlmH,1214
rlmI,1215
rlmJ,1216
rlmL,1217
rlmN,1218
rluA,1219
rluB,1220
rluC,1221
rluD,1222
rmf,1223
rnb,1224
rnc,1225
rne,1226
rnhA,1227
rnk,1228
rnlA,1229
rnpA,1230
rnr,1231
rnt,1232
rob,1233
rodZ,1234
roxA,1235
rpe,1236
rph,1237
rpiB,1238
rplA,1239
rplB,1240
rplC,1241
rplD,1242
rplE,1243
rplF,1244
rplI,1245
rplJ,1246
rplK,1247
rplL,1248
rplM,1249
rplN,1250
rplO,1251
rplP,1252
rplQ,1253
rplR,1254
rplS,1255
rplT,1256
rplU,1257
rplV,1258
rplW,1259
rplX,1260
rplY,1261
rpmA,1262
rpmB,1263
rpmC,1264
rpmD,1265
rpmF,1266
rpmG,1267
rpmH,1268
rpnA,1269
rpoA,1270
rpoB,1271
rpoC,1272
rpoD,1273
rpoE,1274
rpoS,1275
rpoZ,1276
rppH,1277
rpsA,1278
rpsB,1279
rpsC,1280
rpsD,1281
rpsE,1282
rpsF,1283
rpsG,1284
rpsH,1285
rpsI,1286
rpsJ,1287
rpsK,1288
rpsL,1289
rpsM,1290
rpsN,1291
rpsO,1292
rpsQ,1293
rpsR,1294
rpsS,1295
rpsT,1296
rraA,1297
rraB,1298
rsd,1299
rseA,1300
rseB,1301
rseP,1302
rsfS,1303
rsgA,1304
rsmC,1305
rsmD,1306
rsmG,1307
rsmH,1308
rsmI,1309
rssA,1310
rstA,1311
rstB,1312
rsxG,1313
ruvA,1314
ruvB,1315
ruvC,1316
sad,1317
sapF,1318
sbcC,1319
sbcD,1320
sbp,1321
scpC,1322
sdhA,1323
sdhB,1324
sdhC,1325
sdhD,1326
secB,1327
secD,1328
selB,1329
selD,1330
seqA,1331
serB,1332
serC,1333
serS,1334
sfsA,1335
sgbH,1336
sgcE,1337
sixA,1338
skp,1339
slyD,1340
smg,1341
smpB,1342
sohB,1343
speA,1344
speC,1345
speD,1346
speF,1347
sra,1348
srlD,1349
srlR,1350
srmB,1351
ssb,1352
sseA,1353
ssnA,1354
sspA,1355
sspB,1356
ssuD,1357
ssuE,1358
stfQ,1359
stfR,1360
stpA,1361
sucA,1362
sucB,1363
sucC,1364
sucD,1365
sufB,1366
sufE,1367
sufS,1368
surA,1369
surE,1370
sutR,1371
sxy,1372
syd,1373
tabA,1374
tag,1375
talA,1376
talB,1377
tamB,1378
tap,1379
tar,1380
tas,1381
tatB,1382
tdcB,1383
tdcC,1384
tdcD,1385
tdcE,1386
tdcF,1387
tdh,1388
tehB,1389
tgt,1390
thiB,1391
thiC,1392
thiD,1393
thiE,1394
thiG,1395
thiH,1396
thiI,1397
thiP,1398
thrA,1399
thyA,1400
tig,1401
tktA,1402
tktB,1403
tldD,1404
tmcA,1405
tmk,1406
tolA,1407
tolB,1408
tolC,1409
tolQ,1410
tolR,1411
tomB,1412
tonB,1413
topA,1414
torA,1415
torC,1416
torD,1417
torR,1418
torS,1419
torY,1420
tpiA,1421
tpx,1422
traB,1423
traD,1424
traF,1425
traH,1426
traK,1427
traM,1428
traU,1429
traV,1430
traW,1431
trbB,1432
trbI,1433
treA,1434
treC,1435
trg,1436
trkG,1437
trkH,1438
trmB,1439
trmD,1440
trmH,1441
trmO,1442
trpA,1443
trpR,1444
trpS,1445
trxA,1446
trxC,1447
tsaB,1448
tsaD,1449
tsaE,1450
tsf,1451
tsr,1452
ttdR,1453
tufA,1454
tus,1455
tusB,1456
tusC,1457
tusD,1458
tusE,1459
typA,1460
tyrA,1461
tyrP,1462
tyrR,1463
tyrS,1464
uacT,1465
ubiC,1466
ubiD,1467
ubiE,1468
ubiF,1469
ubiH,1470
ubiX,1471
ucpA,1472
udk,1473
udp,1474
ugpC,1475
uhpA,1476
uhpB,1477
uidA,1478
uidC,1479
uidR,1480
ulaA,1481
umuC,1482
ung,1483
upp,1484
uppP,1485
usg,1486
ushA,1487
uspA,1488
uspD,1489
uspE,1490
uspF,1491
uup,1492
uvrA,1493
uvrY,1494
uxaA,1495
uxuA,1496
uxuB,1497
valS,1498
viaA,1499
vsr,1500
waaA,1501
waaU,1502
wbbJ,1503
wcaB,1504
wcaC,1505
wcaD,1506
wcaE,1507
wcaI,1508
wcaJ,1509
wcaL,1510
wecA,1511
wecG,1512
wecH,1513
wrbA,1514
wza,1515
wzc,1516
wzxC,1517
xdhD,1518
xerD,1519
xseA,1520
xseB,1521
xthA,1522
xylA,1523
yaaA,1524
yaaW,1525
yacL,1526
yadC,1527
yadE,1528
yadG,1529
yadV,1530
yaeR,1531
yafC,1532
yafD,1533
yafQ,1534
yafV,1535
yafZ,1536
yagG,1537
yagJ,1538
yahB,1539
yahF,1540
yahJ,1541
yahK,1542
yaiA,1543
yaiL,1544
yaiP,1545
yaiS,1546
yaiW,1547
yaiX,1548
yajC,1549
yajO,1550
yajQ,1551
ybaB,1552
ybaK,1553
ybaL,1554
ybaT,1555
ybaY,1556
ybbC,1557
ybbN,1558
ybbO,1559
ybbP,1560
ybcK,1561
ybcV,1562
ybdF,1563
ybdL,1564
ybdR,1565
ybeD,1566
ybeR,1567
ybeY,1568
ybeZ,1569
ybgC,1570
ybgI,1571
ybgQ,1572
ybhC,1573
ybhF,1574
ybhJ,1575
ybhK,1576
ybhM,1577
ybhP,1578
ybhR,1579
ybiA,1580
ybiB,1581
ybiO,1582
ybiS,1583
ybiT,1584
ybiU,1585
ybiY,1586
ybjD,1587
ybjO,1588
ybjQ,1589
ybjX,1590
ycaC,1591
ycaL,1592
ycaM,1593
ycaO,1594
ycbB,1595
ycbJ,1596
ycbV,1597
ycbX,1598
ycbZ,1599
yccA,1600
yccJ,1601
yccS,1602
yccU,1603
ycdY,1604
yceA,1605
yceF,1606
yceQ,1607
ycfH,1608
ycfL,1609
ycfP,1610
ycfS,1611
ycfZ,1612
ycgB,1613
ycgM,1614
ycgR,1615
ycgX,1616
ychA,1617
ychJ,1618
ychN,1619
yciA,1620
yciH,1621
yciI,1622
yciN,1623
yciT,1624
ycjN,1625
ycjQ,1626
ycjV,1627
ycjW,1628
ycjX,1629
ycjY,1630
ydaT,1631
ydaU,1632
ydaV,1633
ydaY,1634
ydbA,1635
ydbK,1636
ydcF,1637
ydcJ,1638
ydcK,1639
ydcL,1640
ydcY,1641
ydcZ,1642
yddB,1643
yddW,1644
ydeI,1645
ydeN,1646
ydeP,1647
ydeR,1648
ydfG,1649
ydfU,1650
ydfZ,1651
ydgA,1652
ydgD,1653
ydgH,1654
ydgI,1655
ydgJ,1656
ydhJ,1657
ydhQ,1658
ydhR,1659
ydhU,1660
ydhX,1661
ydiB,1662
ydiH,1663
ydiJ,1664
ydiM,1665
ydiP,1666
ydiU,1667
ydiZ,1668
ydjA,1669
ydjF,1670
ydjI,1671
ydjX,1672
yeaG,1673
yeaH,1674
yeaK,1675
yeaO,1676
yebC,1677
yebE,1678
yebG,1679
yebO,1680
yebT,1681
yebY,1682
yecA,1683
yecC,1684
yecE,1685
yedD,1686
yedE,1687
yedP,1688
yedR,1689
yeeJ,1690
yeeN,1691
yeeX,1692
yeeZ,1693
yegH,1694
yegJ,1695
yegL,1696
yegQ,1697
yegS,1698
yegT,1699
yegU,1700
yehB,1701
yehL,1702
yehQ,1703
yehX,1704
yehY,1705
yeiG,1706
yeiR,1707
yejE,1708
yejK,1709
yejL,1710
yejO,1711
yfaY,1712
yfbN,1713
yfbR,1714
yfbS,1715
yfbU,1716
yfcC,1717
yfcD,1718
yfcH,1719
yfcN,1720
yfcZ,1721
yfdE,1722
yfdH,1723
yfdK,1724
yfdP,1725
yfeW,1726
yfeX,1727
yfeZ,1728
yffB,1729
yffL,1730
yfgI,1731
yfgM,1732
yfhH,1733
yfhM,1734
yfiB,1735
yfiF,1736
yfjD,1737
yfjW,1738
ygaU,1739
ygbT,1740
ygcG,1741
ygcP,1742
ygcU,1743
ygdG,1744
ygdI,1745
ygeA,1746
ygeP,1747
ygeR,1748
ygeV,1749
ygfA,1750
ygfB,1751
ygfF,1752
ygfK,1753
ygfM,1754
ygfT,1755
ygfZ,1756
yggE,1757
yggL,1758
yggR,1759
yggS,1760
yghA,1761
yghE,1762
yghF,1763
yghO,1764
yghQ,1765
yghU,1766
yghW,1767
ygiC,1768
ygiF,1769
ygiQ,1770
ygiW,1771
ygjI,1772
yhaJ,1773
yhbO,1774
yhbP,1775
yhbU,1776
yhbV,1777
yhbW,1778
yhcB,1779
yhcC,1780
yhcD,1781
yhcO,1782
yhdJ,1783
yhdP,1784
yhdY,1785
yheS,1786
yhfA,1787
yhfG,1788
yhgF,1789
yhhA,1790
yhhW,1791
yhiI,1792
yhiN,1793
yhjB,1794
yhjD,1795
yhjX,1796
yibA,1797
yibL,1798
yicC,1799
yicH,1800
yicI,1801
yicR,1802
yidA,1803
yidC,1804
yidH,1805
yidK,1806
yidR,1807
yidX,1808
yidZ,1809
yieE,1810
yifE,1811
yigZ,1812
yihI,1813
yihN,1814
yihQ,1815
yihR,1816
yihU,1817
yihX,1818
yiiD,1819
yjaG,1820
yjaH,1821
yjbH,1822
yjbJ,1823
yjbL,1824
yjbQ,1825
yjcF,1826
yjdC,1827
yjdI,1828
yjdJ,1829
yjeH,1830
yjfI,1831
yjfK,1832
yjfN,1833
yjgA,1834
yjgH,1835
yjgL,1836
yjgR,1837
yjhC,1838
yjhH,1839
yjiA,1840
yjiC,1841
yjiE,1842
yjjU,1843
yjjV,1844
yjjX,1845
ykfJ,1846
ylbG,1847
ymdB,1848
ymfN,1849
ymfS,1850
ymgD,1851
ymgF,1852
ynaA,1853
ynbB,1854
ynbC,1855
ynbD,1856
yncE,1857
yncH,1858
yncI,1859
ynfB,1860
ynfD,1861
ynfE,1862
ynfF,1863
ynfG,1864
ynhG,1865
yniA,1866
ynjB,1867
ynjE,1868
yoaA,1869
yoaB,1870
yodC,1871
yohD,1872
yohF,1873
ypdB,1874
ypdE,1875
ypdF,1876
ypeA,1877
yphE,1878
yphH,1879
ypjA,1880
yqaB,1881
yqcA,1882
yqcE,1883
yqeA,1884
yqeB,1885
yqeF,1886
yqeI,1887
yqgE,1888
yqhD,1889
yqiG,1890
yqjD,1891
yqjG,1892
yqjI,1893
yraN,1894
yraQ,1895
yraR,1896
yrbL,1897
yrdA,1898
yrfF,1899
ytfE,1900
ytfR,1901
ytfT,1902
ytjB,1903
zapB,1904
zapC,1905
zapE,1906
zntA,1907
zntB,1908
zntR,1909
znuA,1910
zraR,1911
zraS,1912
zwf,1913
